"location","date","age_group","target","value"
"47","2024-06-15","18-130","cum hosp",1191.866424
"41","2024-06-15","18-130","cum hosp",639.515276
"36","2024-06-15","18-130","cum hosp",7363.91394
"35","2024-06-15","18-130","cum hosp",295.30206
"27","2024-06-15","18-130","cum hosp",986.192078
"26","2024-06-15","18-130","cum hosp",2511.39446
"24","2024-06-15","18-130","cum hosp",1943.336052
"13","2024-06-15","18-130","cum hosp",2303.40492
"09","2024-06-15","18-130","cum hosp",1777.386285
"08","2024-06-15","18-130","cum hosp",1312.219194
"06","2024-06-15","18-130","cum hosp",8111.662386
"US","2024-06-15","18-130","cum hosp",78444.853642
"06","2024-06-15","0-0.99","cum hosp",1834.7305095
"08","2024-06-15","0-0.99","cum hosp",1280.412189
"09","2024-06-15","0-0.99","cum hosp",315.15382
"13","2024-06-15","0-0.99","cum hosp",462.95457
"24","2024-06-15","0-0.99","cum hosp",477.224779
"26","2024-06-15","0-0.99","cum hosp",1346.998585
"27","2024-06-15","0-0.99","cum hosp",771.426315
"35","2024-06-15","0-0.99","cum hosp",729.82071
"36","2024-06-15","0-0.99","cum hosp",2736.723024
"41","2024-06-15","0-0.99","cum hosp",150.76347
"47","2024-06-15","0-0.99","cum hosp",485.05357
"49","2024-06-15","0-0.99","cum hosp",761.1244345
"US","2024-06-15","0-0.99","cum hosp",35691.2065265
"06","2024-06-15","1-4","cum hosp",1714.896964
"08","2024-06-15","1-4","cum hosp",1474.628772
"09","2024-06-15","1-4","cum hosp",259.46802
"13","2024-06-15","1-4","cum hosp",421.896919
"24","2024-06-15","1-4","cum hosp",302.567886
"26","2024-06-15","1-4","cum hosp",924.647208
"27","2024-06-15","1-4","cum hosp",682.686234
"35","2024-06-15","1-4","cum hosp",806.27152
"36","2024-06-15","1-4","cum hosp",1916.627753
"41","2024-06-15","1-4","cum hosp",132.049596
"47","2024-06-15","1-4","cum hosp",284.135453
"49","2024-06-15","1-4","cum hosp",673.852252
"US","2024-06-15","1-4","cum hosp",32297.515398
"06","2024-06-15","5-64","cum hosp",3078.294753
"08","2024-06-15","5-64","cum hosp",789.878238
"09","2024-06-15","5-64","cum hosp",612.060672
"13","2024-06-15","5-64","cum hosp",1116.1012
"24","2024-06-15","5-64","cum hosp",725.807453
"26","2024-06-15","5-64","cum hosp",1020.0371
"27","2024-06-15","5-64","cum hosp",428.971255
"35","2024-06-15","5-64","cum hosp",215.259315
"36","2024-06-15","5-64","cum hosp",2849.806368
"41","2024-06-15","5-64","cum hosp",243.422469
"47","2024-06-15","5-64","cum hosp",489.672874
"49","2024-06-15","5-64","cum hosp",459.837567
"US","2024-06-15","5-64","cum hosp",34380.946789
"49","2024-06-22","0.5-0.99","cum hosp",312.3525285
"47","2024-06-22","0.5-0.99","cum hosp",140.15193
"41","2024-06-22","0.5-0.99","cum hosp",46.38876
"36","2024-06-22","0.5-0.99","cum hosp",760.415586
"35","2024-06-22","0.5-0.99","cum hosp",294.59869
"27","2024-06-22","0.5-0.99","cum hosp",290.62044
"26","2024-06-22","0.5-0.99","cum hosp",417.7400675
"24","2024-06-22","0.5-0.99","cum hosp",161.311035
"13","2024-06-22","0.5-0.99","cum hosp",129.514821
"09","2024-06-22","0.5-0.99","cum hosp",122.406375
"08","2024-06-22","0.5-0.99","cum hosp",545.999895
"06","2024-06-22","0.5-0.99","cum hosp",717.8640865
"US","2024-06-22","0.5-0.99","cum hosp",13078.734263
"49","2024-06-22","65-130","cum hosp",260.9488
"47","2024-06-22","65-130","cum hosp",953.592409
"41","2024-06-22","65-130","cum hosp",521.218242
"36","2024-06-22","65-130","cum hosp",4525.74152
"35","2024-06-22","65-130","cum hosp",177.093917
"27","2024-06-22","65-130","cum hosp",739.171212
"26","2024-06-22","65-130","cum hosp",1887.85634
"24","2024-06-22","65-130","cum hosp",1331.366475
"13","2024-06-22","65-130","cum hosp",1612.12646
"09","2024-06-22","65-130","cum hosp",1210.55535
"08","2024-06-22","65-130","cum hosp",852.797454
"06","2024-06-22","65-130","cum hosp",5497.082071
"US","2024-06-22","65-130","cum hosp",56638.95496
"49","2024-06-22","0-130","cum hosp",2056.128942
"49","2024-06-22","1-1.99","cum hosp",314.597556
"47","2024-06-22","0-130","cum hosp",2102.151493
"47","2024-06-22","1-1.99","cum hosp",133.879883
"41","2024-06-22","0-130","cum hosp",987.608945
"41","2024-06-22","1-1.99","cum hosp",79.547542
"36","2024-06-22","0-130","cum hosp",11951.57152
"36","2024-06-22","1-1.99","cum hosp",764.229
"35","2024-06-22","0-130","cum hosp",1797.667624
"35","2024-06-22","1-1.99","cum hosp",430.417272
"27","2024-06-22","0-130","cum hosp",2595.312792
"27","2024-06-22","1-1.99","cum hosp",395.927454
"26","2024-06-22","0-130","cum hosp",4875.58845
"26","2024-06-22","1-1.99","cum hosp",385.532577
"24","2024-06-22","0-130","cum hosp",2815.10667
"24","2024-06-22","1-1.99","cum hosp",143.619156
"13","2024-06-22","0-130","cum hosp",3354.335286
"13","2024-06-22","1-1.99","cum hosp",211.147354
"09","2024-06-22","0-130","cum hosp",2429.750719
"09","2024-06-22","1-1.99","cum hosp",119.5929
"08","2024-06-22","0-130","cum hosp",4410.84848
"08","2024-06-22","1-1.99","cum hosp",685.066086
"06","2024-06-22","0-130","cum hosp",12132.603912
"06","2024-06-22","1-1.99","cum hosp",738.083178
"US","2024-06-22","0-130","cum hosp",152479.830294
"US","2024-06-22","1-1.99","cum hosp",15704.663192
"49","2024-06-22","5-17","cum hosp",188.60418
"47","2024-06-22","5-17","cum hosp",91.749834
"41","2024-06-22","5-17","cum hosp",46.056722
"36","2024-06-22","5-17","cum hosp",427.790366
"35","2024-06-22","5-17","cum hosp",84.575128
"27","2024-06-22","5-17","cum hosp",107.972032
"26","2024-06-22","5-17","cum hosp",177.77951
"24","2024-06-22","5-17","cum hosp",87.713472
"13","2024-06-22","5-17","cum hosp",144.624403
"09","2024-06-22","5-17","cum hosp",63.733068
"08","2024-06-22","5-17","cum hosp",253.83372
"06","2024-06-22","5-17","cum hosp",522.998378
"US","2024-06-22","5-17","cum hosp",6684.907208
"49","2024-06-22","18-49","cum hosp",126.328653
"47","2024-06-22","18-49","cum hosp",93.148192
"41","2024-06-22","18-49","cum hosp",74.289253
"36","2024-06-22","18-49","cum hosp",789.691872
"35","2024-06-22","18-49","cum hosp",54.036297
"27","2024-06-22","18-49","cum hosp",129.059865
"26","2024-06-22","18-49","cum hosp",287.23476
"24","2024-06-22","18-49","cum hosp",243.883511
"13","2024-06-22","18-49","cum hosp",366.895197
"09","2024-06-22","18-49","cum hosp",196.890756
"08","2024-06-22","18-49","cum hosp",205.508004
"06","2024-06-22","18-49","cum hosp",1109.344015
"US","2024-06-22","18-49","cum hosp",10152.58961
"49","2024-06-22","2-4","cum hosp",359.254696
"47","2024-06-22","2-4","cum hosp",150.25557
"41","2024-06-22","2-4","cum hosp",52.502054
"36","2024-06-22","2-4","cum hosp",1152.398753
"35","2024-06-22","2-4","cum hosp",375.854248
"27","2024-06-22","2-4","cum hosp",288.531684
"26","2024-06-22","2-4","cum hosp",539.114631
"24","2024-06-22","2-4","cum hosp",158.94873
"13","2024-06-22","2-4","cum hosp",213.330528
"09","2024-06-22","2-4","cum hosp",139.87512
"08","2024-06-22","2-4","cum hosp",791.596212
"06","2024-06-22","2-4","cum hosp",976.813786
"US","2024-06-22","2-4","cum hosp",16629.240348
"49","2024-06-22","0-0.49","cum hosp",448.771906
"47","2024-06-22","0-0.49","cum hosp",344.90164
"41","2024-06-22","0-0.49","cum hosp",104.37471
"36","2024-06-22","0-0.49","cum hosp",1976.307438
"35","2024-06-22","0-0.49","cum hosp",435.22202
"27","2024-06-22","0-0.49","cum hosp",480.805875
"26","2024-06-22","0-0.49","cum hosp",929.2585175
"24","2024-06-22","0-0.49","cum hosp",315.913744
"13","2024-06-22","0-0.49","cum hosp",333.439749
"09","2024-06-22","0-0.49","cum hosp",192.747445
"08","2024-06-22","0-0.49","cum hosp",736.361171
"06","2024-06-22","0-0.49","cum hosp",1116.866423
"US","2024-06-22","0-0.49","cum hosp",22625.363159
"49","2024-06-22","50-64","cum hosp",144.904734
"47","2024-06-22","50-64","cum hosp",304.774848
"41","2024-06-22","50-64","cum hosp",123.076494
"36","2024-06-22","50-64","cum hosp",1640.550087
"35","2024-06-22","50-64","cum hosp",76.64789
"27","2024-06-22","50-64","cum hosp",191.939358
"26","2024-06-22","50-64","cum hosp",555.02283
"24","2024-06-22","50-64","cum hosp",399.12275
"13","2024-06-22","50-64","cum hosp",604.5816
"09","2024-06-22","50-64","cum hosp",351.436848
"08","2024-06-22","50-64","cum hosp",330.536514
"06","2024-06-22","50-64","cum hosp",1445.95236
"US","2024-06-22","50-64","cum hosp",17543.449971
"49","2024-06-22","0-4","cum hosp",1452.983316
"47","2024-06-22","0-4","cum hosp",776.786636
"41","2024-06-22","0-4","cum hosp",285.206416
"36","2024-06-22","0-4","cum hosp",4576.876657
"35","2024-06-22","0-4","cum hosp",1541.052168
"27","2024-06-22","0-4","cum hosp",1466.749818
"26","2024-06-22","0-4","cum hosp",2278.196975
"24","2024-06-22","0-4","cum hosp",782.601028
"13","2024-06-22","0-4","cum hosp",894.899265
"09","2024-06-22","0-4","cum hosp",578.418295
"08","2024-06-22","0-4","cum hosp",2791.9957
"06","2024-06-22","0-4","cum hosp",3632.093148
"US","2024-06-22","0-4","cum hosp",68666.059512
"49","2024-06-22","18-130","cum hosp",523.15082
"47","2024-06-22","18-130","cum hosp",1191.866424
"41","2024-06-22","18-130","cum hosp",639.515276
"36","2024-06-22","18-130","cum hosp",7379.581842
"35","2024-06-22","18-130","cum hosp",295.30206
"27","2024-06-22","18-130","cum hosp",986.192078
"26","2024-06-22","18-130","cum hosp",2511.39446
"24","2024-06-22","18-130","cum hosp",1948.122594
"13","2024-06-22","18-130","cum hosp",2303.40492
"09","2024-06-22","18-130","cum hosp",1780.276344
"08","2024-06-22","18-130","cum hosp",1312.219194
"06","2024-06-22","18-130","cum hosp",8111.662386
"US","2024-06-22","18-130","cum hosp",78444.853642
"06","2024-06-22","0-0.99","cum hosp",1834.7305095
"08","2024-06-22","0-0.99","cum hosp",1282.361066
"09","2024-06-22","0-0.99","cum hosp",315.15382
"13","2024-06-22","0-0.99","cum hosp",462.95457
"24","2024-06-22","0-0.99","cum hosp",477.224779
"26","2024-06-22","0-0.99","cum hosp",1346.998585
"27","2024-06-22","0-0.99","cum hosp",771.426315
"35","2024-06-22","0-0.99","cum hosp",729.82071
"36","2024-06-22","0-0.99","cum hosp",2736.723024
"41","2024-06-22","0-0.99","cum hosp",150.76347
"47","2024-06-22","0-0.99","cum hosp",485.05357
"49","2024-06-22","0-0.99","cum hosp",761.1244345
"US","2024-06-22","0-0.99","cum hosp",35704.097422
"06","2024-06-22","1-4","cum hosp",1714.896964
"08","2024-06-22","1-4","cum hosp",1476.662298
"09","2024-06-22","1-4","cum hosp",259.46802
"13","2024-06-22","1-4","cum hosp",424.477882
"24","2024-06-22","1-4","cum hosp",302.567886
"26","2024-06-22","1-4","cum hosp",924.647208
"27","2024-06-22","1-4","cum hosp",684.459138
"35","2024-06-22","1-4","cum hosp",806.27152
"36","2024-06-22","1-4","cum hosp",1916.627753
"41","2024-06-22","1-4","cum hosp",132.049596
"47","2024-06-22","1-4","cum hosp",284.135453
"49","2024-06-22","1-4","cum hosp",673.852252
"US","2024-06-22","1-4","cum hosp",32333.90354
"06","2024-06-22","5-64","cum hosp",3078.294753
"08","2024-06-22","5-64","cum hosp",789.878238
"09","2024-06-22","5-64","cum hosp",612.060672
"13","2024-06-22","5-64","cum hosp",1116.1012
"24","2024-06-22","5-64","cum hosp",730.719733
"26","2024-06-22","5-64","cum hosp",1020.0371
"27","2024-06-22","5-64","cum hosp",428.971255
"35","2024-06-22","5-64","cum hosp",215.259315
"36","2024-06-22","5-64","cum hosp",2858.032325
"41","2024-06-22","5-64","cum hosp",243.422469
"47","2024-06-22","5-64","cum hosp",489.672874
"49","2024-06-22","5-64","cum hosp",459.837567
"US","2024-06-22","5-64","cum hosp",34380.946789
"49","2024-06-29","0.5-0.99","cum hosp",312.3525285
"47","2024-06-29","0.5-0.99","cum hosp",140.15193
"41","2024-06-29","0.5-0.99","cum hosp",46.38876
"36","2024-06-29","0.5-0.99","cum hosp",760.415586
"35","2024-06-29","0.5-0.99","cum hosp",294.59869
"27","2024-06-29","0.5-0.99","cum hosp",290.62044
"26","2024-06-29","0.5-0.99","cum hosp",417.7400675
"24","2024-06-29","0.5-0.99","cum hosp",161.311035
"13","2024-06-29","0.5-0.99","cum hosp",129.514821
"09","2024-06-29","0.5-0.99","cum hosp",122.406375
"08","2024-06-29","0.5-0.99","cum hosp",545.999895
"06","2024-06-29","0.5-0.99","cum hosp",717.8640865
"US","2024-06-29","0.5-0.99","cum hosp",13078.734263
"49","2024-06-29","65-130","cum hosp",260.9488
"47","2024-06-29","65-130","cum hosp",953.592409
"41","2024-06-29","65-130","cum hosp",521.218242
"36","2024-06-29","65-130","cum hosp",4525.74152
"35","2024-06-29","65-130","cum hosp",177.093917
"27","2024-06-29","65-130","cum hosp",739.171212
"26","2024-06-29","65-130","cum hosp",1887.85634
"24","2024-06-29","65-130","cum hosp",1331.366475
"13","2024-06-29","65-130","cum hosp",1615.416514
"09","2024-06-29","65-130","cum hosp",1210.55535
"08","2024-06-29","65-130","cum hosp",852.797454
"06","2024-06-29","65-130","cum hosp",5497.082071
"US","2024-06-29","65-130","cum hosp",56638.95496
"49","2024-06-29","0-130","cum hosp",2056.128942
"49","2024-06-29","1-1.99","cum hosp",314.597556
"47","2024-06-29","0-130","cum hosp",2102.151493
"47","2024-06-29","1-1.99","cum hosp",133.879883
"41","2024-06-29","0-130","cum hosp",987.608945
"41","2024-06-29","1-1.99","cum hosp",79.547542
"36","2024-06-29","0-130","cum hosp",11951.57152
"36","2024-06-29","1-1.99","cum hosp",764.229
"35","2024-06-29","0-130","cum hosp",1797.667624
"35","2024-06-29","1-1.99","cum hosp",430.417272
"27","2024-06-29","0-130","cum hosp",2595.312792
"27","2024-06-29","1-1.99","cum hosp",395.927454
"26","2024-06-29","0-130","cum hosp",4875.58845
"26","2024-06-29","1-1.99","cum hosp",385.532577
"24","2024-06-29","0-130","cum hosp",2815.10667
"24","2024-06-29","1-1.99","cum hosp",143.619156
"13","2024-06-29","0-130","cum hosp",3354.335286
"13","2024-06-29","1-1.99","cum hosp",211.147354
"09","2024-06-29","0-130","cum hosp",2436.992897
"09","2024-06-29","1-1.99","cum hosp",119.5929
"08","2024-06-29","0-130","cum hosp",4410.84848
"08","2024-06-29","1-1.99","cum hosp",685.066086
"06","2024-06-29","0-130","cum hosp",12132.603912
"06","2024-06-29","1-1.99","cum hosp",738.083178
"US","2024-06-29","0-130","cum hosp",152479.830294
"US","2024-06-29","1-1.99","cum hosp",15704.663192
"49","2024-06-29","5-17","cum hosp",188.60418
"47","2024-06-29","5-17","cum hosp",91.749834
"41","2024-06-29","5-17","cum hosp",46.056722
"36","2024-06-29","5-17","cum hosp",427.790366
"35","2024-06-29","5-17","cum hosp",84.575128
"27","2024-06-29","5-17","cum hosp",107.972032
"26","2024-06-29","5-17","cum hosp",177.77951
"24","2024-06-29","5-17","cum hosp",89.70696
"13","2024-06-29","5-17","cum hosp",144.624403
"09","2024-06-29","5-17","cum hosp",63.733068
"08","2024-06-29","5-17","cum hosp",253.83372
"06","2024-06-29","5-17","cum hosp",522.998378
"US","2024-06-29","5-17","cum hosp",6684.907208
"49","2024-06-29","18-49","cum hosp",126.328653
"47","2024-06-29","18-49","cum hosp",93.148192
"41","2024-06-29","18-49","cum hosp",74.289253
"36","2024-06-29","18-49","cum hosp",789.691872
"35","2024-06-29","18-49","cum hosp",54.036297
"27","2024-06-29","18-49","cum hosp",129.059865
"26","2024-06-29","18-49","cum hosp",287.23476
"24","2024-06-29","18-49","cum hosp",243.883511
"13","2024-06-29","18-49","cum hosp",366.895197
"09","2024-06-29","18-49","cum hosp",199.829424
"08","2024-06-29","18-49","cum hosp",205.508004
"06","2024-06-29","18-49","cum hosp",1109.344015
"US","2024-06-29","18-49","cum hosp",10152.58961
"49","2024-06-29","2-4","cum hosp",359.254696
"47","2024-06-29","2-4","cum hosp",150.25557
"41","2024-06-29","2-4","cum hosp",52.502054
"36","2024-06-29","2-4","cum hosp",1152.398753
"35","2024-06-29","2-4","cum hosp",375.854248
"27","2024-06-29","2-4","cum hosp",288.531684
"26","2024-06-29","2-4","cum hosp",539.114631
"24","2024-06-29","2-4","cum hosp",158.94873
"13","2024-06-29","2-4","cum hosp",213.330528
"09","2024-06-29","2-4","cum hosp",142.983456
"08","2024-06-29","2-4","cum hosp",791.596212
"06","2024-06-29","2-4","cum hosp",976.813786
"US","2024-06-29","2-4","cum hosp",16640.506771
"49","2024-06-29","0-0.49","cum hosp",448.771906
"47","2024-06-29","0-0.49","cum hosp",344.90164
"41","2024-06-29","0-0.49","cum hosp",104.37471
"36","2024-06-29","0-0.49","cum hosp",1976.307438
"35","2024-06-29","0-0.49","cum hosp",435.22202
"27","2024-06-29","0-0.49","cum hosp",480.805875
"26","2024-06-29","0-0.49","cum hosp",929.2585175
"24","2024-06-29","0-0.49","cum hosp",315.913744
"13","2024-06-29","0-0.49","cum hosp",333.439749
"09","2024-06-29","0-0.49","cum hosp",192.747445
"08","2024-06-29","0-0.49","cum hosp",736.361171
"06","2024-06-29","0-0.49","cum hosp",1116.866423
"US","2024-06-29","0-0.49","cum hosp",22625.363159
"49","2024-06-29","50-64","cum hosp",144.904734
"47","2024-06-29","50-64","cum hosp",304.774848
"41","2024-06-29","50-64","cum hosp",123.076494
"36","2024-06-29","50-64","cum hosp",1640.550087
"35","2024-06-29","50-64","cum hosp",76.64789
"27","2024-06-29","50-64","cum hosp",191.939358
"26","2024-06-29","50-64","cum hosp",555.02283
"24","2024-06-29","50-64","cum hosp",399.12275
"13","2024-06-29","50-64","cum hosp",604.5816
"09","2024-06-29","50-64","cum hosp",351.436848
"08","2024-06-29","50-64","cum hosp",330.536514
"06","2024-06-29","50-64","cum hosp",1445.95236
"US","2024-06-29","50-64","cum hosp",17543.449971
"49","2024-06-29","0-4","cum hosp",1452.983316
"47","2024-06-29","0-4","cum hosp",776.786636
"41","2024-06-29","0-4","cum hosp",285.206416
"36","2024-06-29","0-4","cum hosp",4576.876657
"35","2024-06-29","0-4","cum hosp",1541.052168
"27","2024-06-29","0-4","cum hosp",1466.749818
"26","2024-06-29","0-4","cum hosp",2278.196975
"24","2024-06-29","0-4","cum hosp",782.601028
"13","2024-06-29","0-4","cum hosp",894.899265
"09","2024-06-29","0-4","cum hosp",581.505614
"08","2024-06-29","0-4","cum hosp",2791.9957
"06","2024-06-29","0-4","cum hosp",3632.093148
"US","2024-06-29","0-4","cum hosp",68684.597865
"49","2024-06-29","18-130","cum hosp",523.15082
"47","2024-06-29","18-130","cum hosp",1191.866424
"41","2024-06-29","18-130","cum hosp",639.515276
"36","2024-06-29","18-130","cum hosp",7379.581842
"35","2024-06-29","18-130","cum hosp",295.30206
"27","2024-06-29","18-130","cum hosp",986.192078
"26","2024-06-29","18-130","cum hosp",2511.39446
"24","2024-06-29","18-130","cum hosp",1948.122594
"13","2024-06-29","18-130","cum hosp",2303.40492
"09","2024-06-29","18-130","cum hosp",1783.166403
"08","2024-06-29","18-130","cum hosp",1312.219194
"06","2024-06-29","18-130","cum hosp",8111.662386
"US","2024-06-29","18-130","cum hosp",78444.853642
"06","2024-06-29","0-0.99","cum hosp",1834.7305095
"08","2024-06-29","0-0.99","cum hosp",1282.361066
"09","2024-06-29","0-0.99","cum hosp",315.15382
"13","2024-06-29","0-0.99","cum hosp",462.95457
"24","2024-06-29","0-0.99","cum hosp",477.224779
"26","2024-06-29","0-0.99","cum hosp",1346.998585
"27","2024-06-29","0-0.99","cum hosp",771.426315
"35","2024-06-29","0-0.99","cum hosp",729.82071
"36","2024-06-29","0-0.99","cum hosp",2736.723024
"41","2024-06-29","0-0.99","cum hosp",150.76347
"47","2024-06-29","0-0.99","cum hosp",485.05357
"49","2024-06-29","0-0.99","cum hosp",761.1244345
"US","2024-06-29","0-0.99","cum hosp",35704.097422
"06","2024-06-29","1-4","cum hosp",1714.896964
"08","2024-06-29","1-4","cum hosp",1476.662298
"09","2024-06-29","1-4","cum hosp",262.576356
"13","2024-06-29","1-4","cum hosp",424.477882
"24","2024-06-29","1-4","cum hosp",302.567886
"26","2024-06-29","1-4","cum hosp",924.647208
"27","2024-06-29","1-4","cum hosp",684.459138
"35","2024-06-29","1-4","cum hosp",806.27152
"36","2024-06-29","1-4","cum hosp",1916.627753
"41","2024-06-29","1-4","cum hosp",132.049596
"47","2024-06-29","1-4","cum hosp",284.135453
"49","2024-06-29","1-4","cum hosp",673.852252
"US","2024-06-29","1-4","cum hosp",32345.169963
"06","2024-06-29","5-64","cum hosp",3078.294753
"08","2024-06-29","5-64","cum hosp",789.878238
"09","2024-06-29","5-64","cum hosp",614.99934
"13","2024-06-29","5-64","cum hosp",1116.1012
"24","2024-06-29","5-64","cum hosp",732.713221
"26","2024-06-29","5-64","cum hosp",1020.0371
"27","2024-06-29","5-64","cum hosp",428.971255
"35","2024-06-29","5-64","cum hosp",215.259315
"36","2024-06-29","5-64","cum hosp",2858.032325
"41","2024-06-29","5-64","cum hosp",243.422469
"47","2024-06-29","5-64","cum hosp",489.672874
"49","2024-06-29","5-64","cum hosp",459.837567
"US","2024-06-29","5-64","cum hosp",34380.946789
"49","2024-07-06","0.5-0.99","cum hosp",312.3525285
"47","2024-07-06","0.5-0.99","cum hosp",140.15193
"41","2024-07-06","0.5-0.99","cum hosp",46.38876
"36","2024-07-06","0.5-0.99","cum hosp",760.415586
"35","2024-07-06","0.5-0.99","cum hosp",294.59869
"27","2024-07-06","0.5-0.99","cum hosp",290.62044
"26","2024-07-06","0.5-0.99","cum hosp",417.7400675
"24","2024-07-06","0.5-0.99","cum hosp",161.311035
"13","2024-07-06","0.5-0.99","cum hosp",129.514821
"09","2024-07-06","0.5-0.99","cum hosp",122.406375
"08","2024-07-06","0.5-0.99","cum hosp",545.999895
"06","2024-07-06","0.5-0.99","cum hosp",717.8640865
"US","2024-07-06","0.5-0.99","cum hosp",13078.734263
"49","2024-07-06","65-130","cum hosp",260.9488
"47","2024-07-06","65-130","cum hosp",953.592409
"41","2024-07-06","65-130","cum hosp",521.218242
"36","2024-07-06","65-130","cum hosp",4525.74152
"35","2024-07-06","65-130","cum hosp",177.093917
"27","2024-07-06","65-130","cum hosp",739.171212
"26","2024-07-06","65-130","cum hosp",1887.85634
"24","2024-07-06","65-130","cum hosp",1331.366475
"13","2024-07-06","65-130","cum hosp",1625.286676
"09","2024-07-06","65-130","cum hosp",1210.55535
"08","2024-07-06","65-130","cum hosp",852.797454
"06","2024-07-06","65-130","cum hosp",5515.549312
"US","2024-07-06","65-130","cum hosp",56696.749812
"49","2024-07-06","0-130","cum hosp",2056.128942
"49","2024-07-06","1-1.99","cum hosp",314.597556
"47","2024-07-06","0-130","cum hosp",2109.1821
"47","2024-07-06","1-1.99","cum hosp",137.463818
"41","2024-07-06","0-130","cum hosp",987.608945
"41","2024-07-06","1-1.99","cum hosp",79.547542
"36","2024-07-06","0-130","cum hosp",11951.57152
"36","2024-07-06","1-1.99","cum hosp",764.229
"35","2024-07-06","0-130","cum hosp",1797.667624
"35","2024-07-06","1-1.99","cum hosp",430.417272
"27","2024-07-06","0-130","cum hosp",2595.312792
"27","2024-07-06","1-1.99","cum hosp",395.927454
"26","2024-07-06","0-130","cum hosp",4875.58845
"26","2024-07-06","1-1.99","cum hosp",385.532577
"24","2024-07-06","0-130","cum hosp",2815.10667
"24","2024-07-06","1-1.99","cum hosp",143.619156
"13","2024-07-06","0-130","cum hosp",3365.19074
"13","2024-07-06","1-1.99","cum hosp",213.728317
"09","2024-07-06","0-130","cum hosp",2436.992897
"09","2024-07-06","1-1.99","cum hosp",119.5929
"08","2024-07-06","0-130","cum hosp",4416.652228
"08","2024-07-06","1-1.99","cum hosp",687.02727
"06","2024-07-06","0-130","cum hosp",12171.490463
"06","2024-07-06","1-1.99","cum hosp",738.083178
"US","2024-07-06","0-130","cum hosp",152479.830294
"US","2024-07-06","1-1.99","cum hosp",15744.140179
"49","2024-07-06","5-17","cum hosp",188.60418
"47","2024-07-06","5-17","cum hosp",91.749834
"41","2024-07-06","5-17","cum hosp",46.056722
"36","2024-07-06","5-17","cum hosp",427.790366
"35","2024-07-06","5-17","cum hosp",84.575128
"27","2024-07-06","5-17","cum hosp",107.972032
"26","2024-07-06","5-17","cum hosp",177.77951
"24","2024-07-06","5-17","cum hosp",89.70696
"13","2024-07-06","5-17","cum hosp",144.624403
"09","2024-07-06","5-17","cum hosp",63.733068
"08","2024-07-06","5-17","cum hosp",253.83372
"06","2024-07-06","5-17","cum hosp",522.998378
"US","2024-07-06","5-17","cum hosp",6684.907208
"49","2024-07-06","18-49","cum hosp",126.328653
"47","2024-07-06","18-49","cum hosp",93.148192
"41","2024-07-06","18-49","cum hosp",74.289253
"36","2024-07-06","18-49","cum hosp",789.691872
"35","2024-07-06","18-49","cum hosp",54.036297
"27","2024-07-06","18-49","cum hosp",129.059865
"26","2024-07-06","18-49","cum hosp",287.23476
"24","2024-07-06","18-49","cum hosp",243.883511
"13","2024-07-06","18-49","cum hosp",366.895197
"09","2024-07-06","18-49","cum hosp",199.829424
"08","2024-07-06","18-49","cum hosp",205.508004
"06","2024-07-06","18-49","cum hosp",1109.344015
"US","2024-07-06","18-49","cum hosp",10152.58961
"49","2024-07-06","2-4","cum hosp",359.254696
"47","2024-07-06","2-4","cum hosp",150.25557
"41","2024-07-06","2-4","cum hosp",52.502054
"36","2024-07-06","2-4","cum hosp",1152.398753
"35","2024-07-06","2-4","cum hosp",375.854248
"27","2024-07-06","2-4","cum hosp",290.350161
"26","2024-07-06","2-4","cum hosp",539.114631
"24","2024-07-06","2-4","cum hosp",158.94873
"13","2024-07-06","2-4","cum hosp",213.330528
"09","2024-07-06","2-4","cum hosp",142.983456
"08","2024-07-06","2-4","cum hosp",791.596212
"06","2024-07-06","2-4","cum hosp",976.813786
"US","2024-07-06","2-4","cum hosp",16651.773194
"49","2024-07-06","0-0.49","cum hosp",448.771906
"47","2024-07-06","0-0.49","cum hosp",344.90164
"41","2024-07-06","0-0.49","cum hosp",104.37471
"36","2024-07-06","0-0.49","cum hosp",1976.307438
"35","2024-07-06","0-0.49","cum hosp",435.22202
"27","2024-07-06","0-0.49","cum hosp",480.805875
"26","2024-07-06","0-0.49","cum hosp",929.2585175
"24","2024-07-06","0-0.49","cum hosp",315.913744
"13","2024-07-06","0-0.49","cum hosp",335.938829
"09","2024-07-06","0-0.49","cum hosp",192.747445
"08","2024-07-06","0-0.49","cum hosp",738.310048
"06","2024-07-06","0-0.49","cum hosp",1116.866423
"US","2024-07-06","0-0.49","cum hosp",22651.14495
"49","2024-07-06","50-64","cum hosp",144.904734
"47","2024-07-06","50-64","cum hosp",304.774848
"41","2024-07-06","50-64","cum hosp",123.076494
"36","2024-07-06","50-64","cum hosp",1640.550087
"35","2024-07-06","50-64","cum hosp",76.64789
"27","2024-07-06","50-64","cum hosp",191.939358
"26","2024-07-06","50-64","cum hosp",555.02283
"24","2024-07-06","50-64","cum hosp",399.12275
"13","2024-07-06","50-64","cum hosp",604.5816
"09","2024-07-06","50-64","cum hosp",351.436848
"08","2024-07-06","50-64","cum hosp",330.536514
"06","2024-07-06","50-64","cum hosp",1445.95236
"US","2024-07-06","50-64","cum hosp",17543.449971
"49","2024-07-06","0-4","cum hosp",1452.983316
"47","2024-07-06","0-4","cum hosp",780.435425
"41","2024-07-06","0-4","cum hosp",285.206416
