"location","date","age_group","target","value"
"09","2024-05-11","0-0.49","cum hosp",189.68056
"08","2024-05-11","0-0.49","cum hosp",730.51454
"06","2024-05-11","0-0.49","cum hosp",1116.866423
"US","2024-05-11","0-0.49","cum hosp",22409.9010485
"49","2024-05-11","50-64","cum hosp",142.505649
"47","2024-05-11","50-64","cum hosp",304.774848
"41","2024-05-11","50-64","cum hosp",123.076494
"36","2024-05-11","50-64","cum hosp",1625.036611
"35","2024-05-11","50-64","cum hosp",76.64789
"27","2024-05-11","50-64","cum hosp",189.782736
"26","2024-05-11","50-64","cum hosp",555.02283
"24","2024-05-11","50-64","cum hosp",386.84205
"13","2024-05-11","50-64","cum hosp",604.5816
"09","2024-05-11","50-64","cum hosp",345.377592
"08","2024-05-11","50-64","cum hosp",328.457668
"06","2024-05-11","50-64","cum hosp",1438.79418
"US","2024-05-11","50-64","cum hosp",17417.690473
"49","2024-05-11","0-4","cum hosp",1449.953354
"47","2024-05-11","0-4","cum hosp",743.947535
"41","2024-05-11","0-4","cum hosp",285.206416
"36","2024-05-11","0-4","cum hosp",4567.343704
"35","2024-05-11","0-4","cum hosp",1537.6413
"27","2024-05-11","0-4","cum hosp",1461.797928
"26","2024-05-11","0-4","cum hosp",2261.031375
"24","2024-05-11","0-4","cum hosp",771.755864
"13","2024-05-11","0-4","cum hosp",872.163645
"09","2024-05-11","0-4","cum hosp",572.243657
"08","2024-05-11","0-4","cum hosp",2766.03802
"06","2024-05-11","0-4","cum hosp",3608.687744
"US","2024-05-11","0-4","cum hosp",68054.293863
"49","2024-05-11","18-130","cum hosp",515.81693
"47","2024-05-11","18-130","cum hosp",1186.373952
"41","2024-05-11","18-130","cum hosp",639.515276
"36","2024-05-11","18-130","cum hosp",7285.57443
"35","2024-05-11","18-130","cum hosp",288.739792
"27","2024-05-11","18-130","cum hosp",977.347306
"26","2024-05-11","18-130","cum hosp",2503.47208
"24","2024-05-11","18-130","cum hosp",1933.762968
"13","2024-05-11","18-130","cum hosp",2278.36791
"09","2024-05-11","18-130","cum hosp",1768.716108
"08","2024-05-11","18-130","cum hosp",1293.866478
"06","2024-05-11","18-130","cum hosp",8081.281628
"US","2024-05-11","18-130","cum hosp",77665.600129
"06","2024-05-11","0-0.99","cum hosp",1823.2514865
"08","2024-05-11","0-0.99","cum hosp",1276.514435
"09","2024-05-11","0-0.99","cum hosp",309.02005
"13","2024-05-11","0-0.99","cum hosp",447.96009
"24","2024-05-11","0-0.99","cum hosp",475.011723
"26","2024-05-11","0-0.99","cum hosp",1346.998585
"27","2024-05-11","0-0.99","cum hosp",767.929545
"35","2024-05-11","0-0.99","cum hosp",726.477495
"36","2024-05-11","0-0.99","cum hosp",2736.723024
"41","2024-05-11","0-0.99","cum hosp",150.76347
"47","2024-05-11","0-0.99","cum hosp",467.09164
"49","2024-05-11","0-0.99","cum hosp",758.0902995
"US","2024-05-11","0-0.99","cum hosp",35424.180834
"06","2024-05-11","1-4","cum hosp",1703.09089
"08","2024-05-11","1-4","cum hosp",1456.616406
"09","2024-05-11","1-4","cum hosp",259.46802
"13","2024-05-11","1-4","cum hosp",416.63014
"24","2024-05-11","1-4","cum hosp",293.768478
"26","2024-05-11","1-4","cum hosp",907.567302
"27","2024-05-11","1-4","cum hosp",682.686234
"35","2024-05-11","1-4","cum hosp",806.27152
"36","2024-05-11","1-4","cum hosp",1906.986938
"41","2024-05-11","1-4","cum hosp",132.049596
"47","2024-05-11","1-4","cum hosp",269.557208
"49","2024-05-11","1-4","cum hosp",673.852252
"US","2024-05-11","1-4","cum hosp",32004.410374
"06","2024-05-11","5-64","cum hosp",3058.380515
"08","2024-05-11","5-64","cum hosp",782.529956
"09","2024-05-11","5-64","cum hosp",606.001416
"13","2024-05-11","5-64","cum hosp",1097.524228
"24","2024-05-11","5-64","cum hosp",710.896244
"26","2024-05-11","5-64","cum hosp",1020.0371
"27","2024-05-11","5-64","cum hosp",424.46809
"35","2024-05-11","5-64","cum hosp",215.259315
"36","2024-05-11","5-64","cum hosp",2817.840978
"41","2024-05-11","5-64","cum hosp",243.422469
"47","2024-05-11","5-64","cum hosp",489.672874
"49","2024-05-11","5-64","cum hosp",454.319256
"US","2024-05-11","5-64","cum hosp",34255.187291
"49","2024-05-18","0.5-0.99","cum hosp",312.3525285
"47","2024-05-18","0.5-0.99","cum hosp",136.56769
"41","2024-05-18","0.5-0.99","cum hosp",46.38876
"36","2024-05-18","0.5-0.99","cum hosp",760.415586
"35","2024-05-18","0.5-0.99","cum hosp",294.59869
"27","2024-05-18","0.5-0.99","cum hosp",290.62044
"26","2024-05-18","0.5-0.99","cum hosp",417.7400675
"24","2024-05-18","0.5-0.99","cum hosp",161.311035
"13","2024-05-18","0.5-0.99","cum hosp",124.516661
"09","2024-05-18","0.5-0.99","cum hosp",119.33949
"08","2024-05-18","0.5-0.99","cum hosp",545.999895
"06","2024-05-18","0.5-0.99","cum hosp",717.8640865
"US","2024-05-18","0.5-0.99","cum hosp",13027.170681
"49","2024-05-18","65-130","cum hosp",260.9488
"47","2024-05-18","65-130","cum hosp",953.592409
"41","2024-05-18","65-130","cum hosp",521.218242
"36","2024-05-18","65-130","cum hosp",4500.796488
"35","2024-05-18","65-130","cum hosp",170.639469
"27","2024-05-18","65-130","cum hosp",731.190956
"26","2024-05-18","65-130","cum hosp",1878.454665
"24","2024-05-18","65-130","cum hosp",1329.278057
"13","2024-05-18","65-130","cum hosp",1595.67619
"09","2024-05-18","65-130","cum hosp",1205.248806
"08","2024-05-18","65-130","cum hosp",846.399188
"06","2024-05-18","65-130","cum hosp",5453.991842
"US","2024-05-18","65-130","cum hosp",56349.9807
"49","2024-05-18","0-130","cum hosp",2049.376466
"49","2024-05-18","1-1.99","cum hosp",314.597556
"47","2024-05-18","0-130","cum hosp",2066.998458
"47","2024-05-18","1-1.99","cum hosp",133.879883
"41","2024-05-18","0-130","cum hosp",987.608945
"41","2024-05-18","1-1.99","cum hosp",79.547542
"36","2024-05-18","0-130","cum hosp",11912.25714
"36","2024-05-18","1-1.99","cum hosp",764.229
"35","2024-05-18","0-130","cum hosp",1789.267308
"35","2024-05-18","1-1.99","cum hosp",430.417272
"27","2024-05-18","0-130","cum hosp",2583.879696
"27","2024-05-18","1-1.99","cum hosp",394.15455
"26","2024-05-18","0-130","cum hosp",4855.5243
"26","2024-05-18","1-1.99","cum hosp",376.992624
"24","2024-05-18","0-130","cum hosp",2790.57415
"24","2024-05-18","1-1.99","cum hosp",136.953288
"13","2024-05-18","0-130","cum hosp",3310.91347
"13","2024-05-18","1-1.99","cum hosp",205.985428
"09","2024-05-18","0-130","cum hosp",2411.645274
"09","2024-05-18","1-1.99","cum hosp",119.5929
"08","2024-05-18","0-130","cum hosp",4381.82974
"08","2024-05-18","1-1.99","cum hosp",681.143718
"06","2024-05-18","0-130","cum hosp",12093.717361
"06","2024-05-18","1-1.99","cum hosp",738.083178
"US","2024-05-18","0-130","cum hosp",151483.230096
"US","2024-05-18","1-1.99","cum hosp",15586.232231
"49","2024-05-18","5-17","cum hosp",188.60418
"47","2024-05-18","5-17","cum hosp",91.749834
"41","2024-05-18","5-17","cum hosp",46.056722
"36","2024-05-18","5-17","cum hosp",427.790366
"35","2024-05-18","5-17","cum hosp",84.575128
"27","2024-05-18","5-17","cum hosp",107.972032
"26","2024-05-18","5-17","cum hosp",177.77951
"24","2024-05-18","5-17","cum hosp",87.713472
"13","2024-05-18","5-17","cum hosp",144.624403
"09","2024-05-18","5-17","cum hosp",63.733068
"08","2024-05-18","5-17","cum hosp",253.83372
"06","2024-05-18","5-17","cum hosp",510.24232
"US","2024-05-18","5-17","cum hosp",6684.907208
"49","2024-05-18","18-49","cum hosp",126.328653
"47","2024-05-18","18-49","cum hosp",93.148192
"41","2024-05-18","18-49","cum hosp",74.289253
"36","2024-05-18","18-49","cum hosp",773.239958
"35","2024-05-18","18-49","cum hosp",54.036297
"27","2024-05-18","18-49","cum hosp",126.713322
"26","2024-05-18","18-49","cum hosp",287.23476
"24","2024-05-18","18-49","cum hosp",238.854985
"13","2024-05-18","18-49","cum hosp",352.962468
"09","2024-05-18","18-49","cum hosp",196.890756
"08","2024-05-18","18-49","cum hosp",200.238568
"06","2024-05-18","18-49","cum hosp",1109.344015
"US","2024-05-18","18-49","cum hosp",10152.58961
"49","2024-05-18","2-4","cum hosp",359.254696
"47","2024-05-18","2-4","cum hosp",142.92603
"41","2024-05-18","2-4","cum hosp",52.502054
"36","2024-05-18","2-4","cum hosp",1142.757938
"35","2024-05-18","2-4","cum hosp",375.854248
"27","2024-05-18","2-4","cum hosp",288.531684
"26","2024-05-18","2-4","cum hosp",539.114631
"24","2024-05-18","2-4","cum hosp",156.81519
"13","2024-05-18","2-4","cum hosp",213.330528
"09","2024-05-18","2-4","cum hosp",139.87512
"08","2024-05-18","2-4","cum hosp",781.428582
"06","2024-05-18","2-4","cum hosp",976.813786
"US","2024-05-18","2-4","cum hosp",16516.576118
"49","2024-05-18","0-0.49","cum hosp",445.737771
"47","2024-05-18","0-0.49","cum hosp",330.52395
"41","2024-05-18","0-0.49","cum hosp",104.37471
"36","2024-05-18","0-0.49","cum hosp",1976.307438
"35","2024-05-18","0-0.49","cum hosp",431.878805
"27","2024-05-18","0-0.49","cum hosp",479.05749
"26","2024-05-18","0-0.49","cum hosp",929.2585175
"24","2024-05-18","0-0.49","cum hosp",313.700688
"13","2024-05-18","0-0.49","cum hosp",325.942509
"09","2024-05-18","0-0.49","cum hosp",189.68056
"08","2024-05-18","0-0.49","cum hosp",730.51454
"06","2024-05-18","0-0.49","cum hosp",1116.866423
"US","2024-05-18","0-0.49","cum hosp",22435.6828395
"49","2024-05-18","50-64","cum hosp",142.505649
"47","2024-05-18","50-64","cum hosp",304.774848
"41","2024-05-18","50-64","cum hosp",123.076494
"36","2024-05-18","50-64","cum hosp",1625.036611
"35","2024-05-18","50-64","cum hosp",76.64789
"27","2024-05-18","50-64","cum hosp",189.782736
"26","2024-05-18","50-64","cum hosp",555.02283
"24","2024-05-18","50-64","cum hosp",386.84205
"13","2024-05-18","50-64","cum hosp",604.5816
"09","2024-05-18","50-64","cum hosp",345.377592
"08","2024-05-18","50-64","cum hosp",330.536514
"06","2024-05-18","50-64","cum hosp",1445.95236
"US","2024-05-18","50-64","cum hosp",17417.690473
"49","2024-05-18","0-4","cum hosp",1449.953354
"47","2024-05-18","0-4","cum hosp",751.245113
"41","2024-05-18","0-4","cum hosp",285.206416
"36","2024-05-18","0-4","cum hosp",4567.343704
"35","2024-05-18","0-4","cum hosp",1537.6413
"27","2024-05-18","0-4","cum hosp",1463.448558
"26","2024-05-18","0-4","cum hosp",2269.614175
"24","2024-05-18","0-4","cum hosp",771.755864
"13","2024-05-18","0-4","cum hosp",877.216005
"09","2024-05-18","0-4","cum hosp",572.243657
"08","2024-05-18","0-4","cum hosp",2771.9094
"06","2024-05-18","0-4","cum hosp",3632.093148
"US","2024-05-18","0-4","cum hosp",68202.600687
"49","2024-05-18","18-130","cum hosp",520.70619
"47","2024-05-18","18-130","cum hosp",1191.866424
"41","2024-05-18","18-130","cum hosp",639.515276
"36","2024-05-18","18-130","cum hosp",7301.242332
"35","2024-05-18","18-130","cum hosp",288.739792
"27","2024-05-18","18-130","cum hosp",977.347306
"26","2024-05-18","18-130","cum hosp",2503.47208
"24","2024-05-18","18-130","cum hosp",1938.54951
"13","2024-05-18","18-130","cum hosp",2286.71358
"09","2024-05-18","18-130","cum hosp",1768.716108
"08","2024-05-18","18-130","cum hosp",1303.042836
"06","2024-05-18","18-130","cum hosp",8081.281628
"US","2024-05-18","18-130","cum hosp",77925.3513
"06","2024-05-18","0-0.99","cum hosp",1834.7305095
"08","2024-05-18","0-0.99","cum hosp",1276.514435
"09","2024-05-18","0-0.99","cum hosp",309.02005
"13","2024-05-18","0-0.99","cum hosp",450.45917
"24","2024-05-18","0-0.99","cum hosp",475.011723
"26","2024-05-18","0-0.99","cum hosp",1346.998585
"27","2024-05-18","0-0.99","cum hosp",769.67793
"35","2024-05-18","0-0.99","cum hosp",726.477495
"36","2024-05-18","0-0.99","cum hosp",2736.723024
"41","2024-05-18","0-0.99","cum hosp",150.76347
"47","2024-05-18","0-0.99","cum hosp",467.09164
"49","2024-05-18","0-0.99","cum hosp",758.0902995
"US","2024-05-18","0-0.99","cum hosp",35462.8535205
"06","2024-05-18","1-4","cum hosp",1714.896964
"08","2024-05-18","1-4","cum hosp",1462.5723
"09","2024-05-18","1-4","cum hosp",259.46802
"13","2024-05-18","1-4","cum hosp",419.315956
"24","2024-05-18","1-4","cum hosp",293.768478
"26","2024-05-18","1-4","cum hosp",916.107255
"27","2024-05-18","1-4","cum hosp",682.686234
"35","2024-05-18","1-4","cum hosp",806.27152
"36","2024-05-18","1-4","cum hosp",1906.986938
"41","2024-05-18","1-4","cum hosp",132.049596
"47","2024-05-18","1-4","cum hosp",276.805913
"49","2024-05-18","1-4","cum hosp",673.852252
"US","2024-05-18","1-4","cum hosp",32102.808349
"06","2024-05-18","5-64","cum hosp",3065.538695
"08","2024-05-18","5-64","cum hosp",784.608802
"09","2024-05-18","5-64","cum hosp",606.001416
"13","2024-05-18","5-64","cum hosp",1102.168471
"24","2024-05-18","5-64","cum hosp",713.410507
"26","2024-05-18","5-64","cum hosp",1020.0371
"27","2024-05-18","5-64","cum hosp",424.46809
"35","2024-05-18","5-64","cum hosp",215.259315
"36","2024-05-18","5-64","cum hosp",2826.066935
"41","2024-05-18","5-64","cum hosp",243.422469
"47","2024-05-18","5-64","cum hosp",489.672874
"49","2024-05-18","5-64","cum hosp",457.438482
"US","2024-05-18","5-64","cum hosp",34255.187291
"49","2024-05-25","0.5-0.99","cum hosp",312.3525285
"47","2024-05-25","0.5-0.99","cum hosp",136.56769
"41","2024-05-25","0.5-0.99","cum hosp",46.38876
"36","2024-05-25","0.5-0.99","cum hosp",760.415586
"35","2024-05-25","0.5-0.99","cum hosp",294.59869
"27","2024-05-25","0.5-0.99","cum hosp",290.62044
"26","2024-05-25","0.5-0.99","cum hosp",417.7400675
"24","2024-05-25","0.5-0.99","cum hosp",161.311035
"13","2024-05-25","0.5-0.99","cum hosp",127.015741
"09","2024-05-25","0.5-0.99","cum hosp",119.33949
"08","2024-05-25","0.5-0.99","cum hosp",545.999895
"06","2024-05-25","0.5-0.99","cum hosp",717.8640865
"US","2024-05-25","0.5-0.99","cum hosp",13040.0615765
"49","2024-05-25","65-130","cum hosp",260.9488
"47","2024-05-25","65-130","cum hosp",953.592409
"41","2024-05-25","65-130","cum hosp",521.218242
"36","2024-05-25","65-130","cum hosp",4507.92364
"35","2024-05-25","65-130","cum hosp",170.639469
"27","2024-05-25","65-130","cum hosp",737.176148
"26","2024-05-25","65-130","cum hosp",1878.454665
"24","2024-05-25","65-130","cum hosp",1331.366475
"13","2024-05-25","65-130","cum hosp",1595.67619
"09","2024-05-25","65-130","cum hosp",1205.248806
"08","2024-05-25","65-130","cum hosp",848.227264
"06","2024-05-25","65-130","cum hosp",5466.303336
"US","2024-05-25","65-130","cum hosp",56465.570404
"49","2024-05-25","0-130","cum hosp",2049.376466
"49","2024-05-25","1-1.99","cum hosp",314.597556
"47","2024-05-25","0-130","cum hosp",2081.059672
"47","2024-05-25","1-1.99","cum hosp",133.879883
"41","2024-05-25","0-130","cum hosp",987.608945
"41","2024-05-25","1-1.99","cum hosp",79.547542
"36","2024-05-25","0-130","cum hosp",11931.91433
"36","2024-05-25","1-1.99","cum hosp",764.229
"35","2024-05-25","0-130","cum hosp",1789.267308
"35","2024-05-25","1-1.99","cum hosp",430.417272
"27","2024-05-25","0-130","cum hosp",2589.596244
"27","2024-05-25","1-1.99","cum hosp",394.15455
"26","2024-05-25","0-130","cum hosp",4855.5243
"26","2024-05-25","1-1.99","cum hosp",376.992624
"24","2024-05-25","0-130","cum hosp",2796.70728
"24","2024-05-25","1-1.99","cum hosp",139.175244
"13","2024-05-25","0-130","cum hosp",3321.768924
"13","2024-05-25","1-1.99","cum hosp",205.985428
"09","2024-05-25","0-130","cum hosp",2411.645274
"09","2024-05-25","1-1.99","cum hosp",119.5929
"08","2024-05-25","0-130","cum hosp",4387.633488
"08","2024-05-25","1-1.99","cum hosp",681.143718
"06","2024-05-25","0-130","cum hosp",12093.717361
"06","2024-05-25","1-1.99","cum hosp",738.083178
"US","2024-05-25","0-130","cum hosp",151815.430162
"US","2024-05-25","1-1.99","cum hosp",15600.587499
"49","2024-05-25","5-17","cum hosp",188.60418
"47","2024-05-25","5-17","cum hosp",91.749834
"41","2024-05-25","5-17","cum hosp",46.056722
"36","2024-05-25","5-17","cum hosp",427.790366
"35","2024-05-25","5-17","cum hosp",84.575128
"27","2024-05-25","5-17","cum hosp",107.972032
"26","2024-05-25","5-17","cum hosp",177.77951
"24","2024-05-25","5-17","cum hosp",87.713472
"13","2024-05-25","5-17","cum hosp",144.624403
"09","2024-05-25","5-17","cum hosp",63.733068
"08","2024-05-25","5-17","cum hosp",253.83372
"06","2024-05-25","5-17","cum hosp",510.24232
"US","2024-05-25","5-17","cum hosp",6684.907208
"49","2024-05-25","18-49","cum hosp",126.328653
"47","2024-05-25","18-49","cum hosp",93.148192
"41","2024-05-25","18-49","cum hosp",74.289253
"36","2024-05-25","18-49","cum hosp",773.239958
"35","2024-05-25","18-49","cum hosp",54.036297
"27","2024-05-25","18-49","cum hosp",126.713322
"26","2024-05-25","18-49","cum hosp",287.23476
"24","2024-05-25","18-49","cum hosp",241.369248
"13","2024-05-25","18-49","cum hosp",357.606711
"09","2024-05-25","18-49","cum hosp",196.890756
"08","2024-05-25","18-49","cum hosp",202.873286
"06","2024-05-25","18-49","cum hosp",1109.344015
"US","2024-05-25","18-49","cum hosp",10152.58961
"49","2024-05-25","2-4","cum hosp",359.254696
"47","2024-05-25","2-4","cum hosp",142.92603
"41","2024-05-25","2-4","cum hosp",52.502054
"36","2024-05-25","2-4","cum hosp",1142.757938
"35","2024-05-25","2-4","cum hosp",375.854248
"27","2024-05-25","2-4","cum hosp",288.531684
"26","2024-05-25","2-4","cum hosp",539.114631
"24","2024-05-25","2-4","cum hosp",156.81519
"13","2024-05-25","2-4","cum hosp",213.330528
"09","2024-05-25","2-4","cum hosp",139.87512
"08","2024-05-25","2-4","cum hosp",783.462108
"06","2024-05-25","2-4","cum hosp",976.813786
"US","2024-05-25","2-4","cum hosp",16527.842541
"49","2024-05-25","0-0.49","cum hosp",445.737771
"47","2024-05-25","0-0.49","cum hosp",341.3174
"41","2024-05-25","0-0.49","cum hosp",104.37471
"36","2024-05-25","0-0.49","cum hosp",1976.307438
"35","2024-05-25","0-0.49","cum hosp",431.878805
"27","2024-05-25","0-0.49","cum hosp",480.805875
"26","2024-05-25","0-0.49","cum hosp",929.2585175
"24","2024-05-25","0-0.49","cum hosp",313.700688
"13","2024-05-25","0-0.49","cum hosp",328.441589
"09","2024-05-25","0-0.49","cum hosp",189.68056
"08","2024-05-25","0-0.49","cum hosp",732.463417
"06","2024-05-25","0-0.49","cum hosp",1116.866423
"US","2024-05-25","0-0.49","cum hosp",22511.186656
"49","2024-05-25","50-64","cum hosp",142.505649
"47","2024-05-25","50-64","cum hosp",304.774848
"41","2024-05-25","50-64","cum hosp",123.076494
"36","2024-05-25","50-64","cum hosp",1640.550087
"35","2024-05-25","50-64","cum hosp",76.64789
"27","2024-05-25","50-64","cum hosp",189.782736
"26","2024-05-25","50-64","cum hosp",555.02283
"24","2024-05-25","50-64","cum hosp",389.29819
"13","2024-05-25","50-64","cum hosp",604.5816
"09","2024-05-25","50-64","cum hosp",345.377592
"08","2024-05-25","50-64","cum hosp",330.536514
"06","2024-05-25","50-64","cum hosp",1445.95236
"US","2024-05-25","50-64","cum hosp",17480.570222
"49","2024-05-25","0-4","cum hosp",1449.953354
"47","2024-05-25","0-4","cum hosp",762.19148
"41","2024-05-25","0-4","cum hosp",285.206416
"36","2024-05-25","0-4","cum hosp",4567.343704
"35","2024-05-25","0-4","cum hosp",1537.6413
"27","2024-05-25","0-4","cum hosp",1465.099188
"26","2024-05-25","0-4","cum hosp",2269.614175
"24","2024-05-25","0-4","cum hosp",773.854928
"13","2024-05-25","0-4","cum hosp",882.268365
"09","2024-05-25","0-4","cum hosp",572.243657
"08","2024-05-25","0-4","cum hosp",2775.92666
"06","2024-05-25","0-4","cum hosp",3632.093148
"US","2024-05-25","0-4","cum hosp",68313.830805
"49","2024-05-25","18-130","cum hosp",520.70619
"47","2024-05-25","18-130","cum hosp",1191.866424
"41","2024-05-25","18-130","cum hosp",639.515276
"36","2024-05-25","18-130","cum hosp",7332.578136
"35","2024-05-25","18-130","cum hosp",288.739792
"27","2024-05-25","18-130","cum hosp",981.769692
"26","2024-05-25","18-130","cum hosp",2503.47208
"24","2024-05-25","18-130","cum hosp",1943.336052
