"value","type_id","model_name","target_end_date","scenario_id","horizon","location","age_group"
62.7980371923,0.25,4,2023-11-18,1,1,"06","1-4"
263.2375680585,0.5,4,2023-11-18,1,1,"06","1-4"
281.4796651713,0.75,4,2023-11-18,1,1,"06","1-4"
287.6287268779,0.9,4,2023-11-18,1,1,"06","1-4"
289.8768551042,0.95,4,2023-11-18,1,1,"06","1-4"
305.8188124981,0.975,4,2023-11-18,1,1,"06","1-4"
313.2967634903,0.99,4,2023-11-18,1,1,"06","1-4"
58.6863032337,0.01,4,2023-11-18,1,1,"06","5-64"
59.3993683931,0.025,4,2023-11-18,1,1,"06","5-64"
60.1245588607,0.05,4,2023-11-18,1,1,"06","5-64"
62.1038442343,0.1,4,2023-11-18,1,1,"06","5-64"
67.9751291906,0.25,4,2023-11-18,1,1,"06","5-64"
174.7394161954,0.5,4,2023-11-18,1,1,"06","5-64"
184.1724536983,0.75,4,2023-11-18,1,1,"06","5-64"
190.4926321888,0.9,4,2023-11-18,1,1,"06","5-64"
193.938401973,0.95,4,2023-11-18,1,1,"06","5-64"
195.339521939,0.975,4,2023-11-18,1,1,"06","5-64"
198.8013969098,0.99,4,2023-11-18,1,1,"06","5-64"
39.7000083786,0.01,4,2023-11-18,1,1,"06","65-130"
42.233951979,0.025,4,2023-11-18,1,1,"06","65-130"
48.8857639403,0.05,4,2023-11-18,1,1,"06","65-130"
50.6643954796,0.1,4,2023-11-18,1,1,"06","65-130"
56.7296452119,0.25,4,2023-11-18,1,1,"06","65-130"
166.235063251,0.5,4,2023-11-18,1,1,"06","65-130"
173.876332565,0.75,4,2023-11-18,1,1,"06","65-130"
177.7178718091,0.9,4,2023-11-18,1,1,"06","65-130"
183.5395004368,0.95,4,2023-11-18,1,1,"06","65-130"
189.0662225673,0.975,4,2023-11-18,1,1,"06","65-130"
190.5162421913,0.99,4,2023-11-18,1,1,"06","65-130"
49.3681397083,0.01,5,2023-11-18,1,1,"06","0-0.99"
51.272012603,0.025,5,2023-11-18,1,1,"06","0-0.99"
53.6988177923,0.05,5,2023-11-18,1,1,"06","0-0.99"
63.1957598381,0.1,5,2023-11-18,1,1,"06","0-0.99"
91.2245302615,0.25,5,2023-11-18,1,1,"06","0-0.99"
271.7571400918,0.5,5,2023-11-18,1,1,"06","0-0.99"
375.7212270508,0.75,5,2023-11-18,1,1,"06","0-0.99"
425.4407566133,0.9,5,2023-11-18,1,1,"06","0-0.99"
432.9595484508,0.95,5,2023-11-18,1,1,"06","0-0.99"
437.5482314511,0.975,5,2023-11-18,1,1,"06","0-0.99"
461.1138438516,0.99,5,2023-11-18,1,1,"06","0-0.99"
141.1573367531,0.01,5,2023-11-18,1,1,"06","0-130"
150.7140587662,0.025,5,2023-11-18,1,1,"06","0-130"
158.9495851773,0.05,5,2023-11-18,1,1,"06","0-130"
181.2741264812,0.1,5,2023-11-18,1,1,"06","0-130"
227.7006090623,0.25,5,2023-11-18,1,1,"06","0-130"
714.043618672,0.5,5,2023-11-18,1,1,"06","0-130"
856.5305482116,0.75,5,2023-11-18,1,1,"06","0-130"
978.3471789642,0.9,5,2023-11-18,1,1,"06","0-130"
1025.7196302249,0.95,5,2023-11-18,1,1,"06","0-130"
1070.8240924548,0.975,5,2023-11-18,1,1,"06","0-130"
1089.6852454731,0.99,5,2023-11-18,1,1,"06","0-130"
26.1647476247,0.01,5,2023-11-18,1,1,"06","1-4"
29.2383325038,0.025,5,2023-11-18,1,1,"06","1-4"
32.6062631478,0.05,5,2023-11-18,1,1,"06","1-4"
37.8373734528,0.1,5,2023-11-18,1,1,"06","1-4"
47.7385927142,0.25,5,2023-11-18,1,1,"06","1-4"
174.4028690668,0.5,5,2023-11-18,1,1,"06","1-4"
222.5743669163,0.75,5,2023-11-18,1,1,"06","1-4"
247.4347318652,0.9,5,2023-11-18,1,1,"06","1-4"
267.1087012696,0.95,5,2023-11-18,1,1,"06","1-4"
271.4030028613,0.975,5,2023-11-18,1,1,"06","1-4"
276.030693052,0.99,5,2023-11-18,1,1,"06","1-4"
34.4974149163,0.01,5,2023-11-18,1,1,"06","5-64"
35.1267206351,0.025,5,2023-11-18,1,1,"06","5-64"
36.0224150256,0.05,5,2023-11-18,1,1,"06","5-64"
43.0239289245,0.1,5,2023-11-18,1,1,"06","5-64"
59.3615778305,0.25,5,2023-11-18,1,1,"06","5-64"
111.6569031486,0.5,5,2023-11-18,1,1,"06","5-64"
141.173351238,0.75,5,2023-11-18,1,1,"06","5-64"
164.7960782296,0.9,5,2023-11-18,1,1,"06","5-64"
170.5177730585,0.95,5,2023-11-18,1,1,"06","5-64"
173.8734437393,0.975,5,2023-11-18,1,1,"06","5-64"
